"store","product","stock","receipt","sales","stockout"
3,1,13.2,57.4,49.7,1
3,2,23.04,23.4,17.06,0
4,4,16.4,47.9,53.1,0
4,3,7,4.5,4.38,1
4,5,3,12,17,1
4,1,16.6,56.1,42,1
4,2,7.344,9.8,9.8,1
1,4,0,21.1,46.1,1
1,3,22.92,1.34,6.12,1
1,5,8.6,16,19.6,0
1,1,49.3,57.4,51.5,0
1,2,2.7,5,20.8,1
2,4,-13,6.5,32.6,1
2,3,17.46,3.88,8.5,0
2,5,20.8,19.6,6.6,0
2,1,39.3,57.9,50.7,1
2,2,3.992,7.2,10.172,1
3,4,1,-2.6,23.5,1
3,3,0,2.28,7.58,1
3,5,6,4,8.8,1
3,1,8,4.8,10.7,1
3,2,5.252,0,18.788,1
4,4,5.4,42.3,53.3,1
4,3,7,1.66,1.66,1
4,5,0,8,11,1
4,1,37.4,53.1,32.3,1
4,2,6.8,11.628,12.172,1
1,4,0.9,34.2,33.3,1
1,3,3.98,-11.72,7.22,1
1,5,0,2,10.6,1
1,1,22.2,22.6,49.7,0
1,2,0,5.1,7.8,1
2,4,-13,29.6,30.6,1
2,3,8.54,0.94,9.86,1
2,5,6.8,7,21,0
2,1,61.7,53.9,31.5,1
2,2,7.948,18.2,14.244,0
3,4,1.9,44.1,44.1,0
3,3,7.22,7.22,0,1
3,5,0.8,14,19.2,1
3,1,0,2,10,1
3,2,13.08,28.1,20.272,1
4,4,0,44.1,49.5,1
4,3,3.88,9.36,12.48,1
4,5,2,16,14,1
4,1,35.9,40,41.5,1
4,2,6.528,14,14.272,1
1,4,0,30.2,31.1,1
1,3,2,-0.34,1.64,1
1,5,5.2,16.4,11.2,0
1,1,25.3,47.6,45.2,0
1,2,1,23.8,22.8,1
2,4,0,44.6,44.6,1
2,3,4.54,2.44,6.44,1
2,5,0.8,-1,6,1
2,1,22.1,25,65.3,1
2,2,1,9.9,16.848,1
3,4,2,42.6,43.5,1
3,3,12.02,7.38,2.58,0
3,5,5,18.6,15.2,1
3,1,0,28,28,1
3,2,4.792,20.5,28.788,1
4,4,15,65.3,50.3,1
4,3,9.6,13.44,7.72,1
4,5,7.6,14,8.4,0
4,1,-0.7,-1.4,35.2,1
4,2,6.528,12.7,12.7,1
1,4,8.7,49,37.1,1
1,3,9,9.84,2.84,1
1,5,9,16.6,12.8,1
1,1,23.7,39.1,40.7,0
1,2,0,11,12,1
2,4,1.5,35.4,29.9,1
2,3,7.04,10.86,8.36,1
2,5,7.2,16.4,10,0
2,1,20.3,15.7,17.5,1
2,2,1,13,14,1
3,4,0.7,-0.5,0,1
3,3,9.38,0.0600000000000001,2.7,1
3,5,8,6,3,1
3,1,5.8,28.4,22.6,1
3,2,5.42,15.6,15.972,1
4,4,5.1,48.2,58.1,1
4,3,8.16,5.82,7.26,1
4,5,16.4,16.4,7.6,0
4,1,17.2,50.2,32.3,0
4,2,6.256,12.8,13.072,1
1,4,5.5,48.7,51.9,1
1,3,21.42,16.46,4.04,0
1,5,9.8,11.4,10.6,0
1,1,28.3,45,44.5,0
1,2,10.3,32.2,21.9,0
2,4,6,54.8,51.3,1
2,3,19.4,14.76,2.4,1
2,5,11,15.4,11.6,0
2,1,29.5,76.4,67.3,1
2,2,8.2,30,22.8,0
3,4,0.6,39.9,40,1
3,3,5.32,0,4.06,1
3,5,11.6,10.4,6.8,0
3,1,2.8,0,1.8,1
3,2,3.62,24.2,26,1
4,4,13.5,61.4,53,1
4,3,26.9,25.06,6.32,0
4,5,17.8,7.8,6.4,0
4,1,11.5,52.5,57.6,1
4,2,15.684,23.4,13.972,0
1,4,0.9,37.7,45,1
1,3,14,-0.5,6.92,1
1,5,9.6,12,13,0
1,1,22.8,47.1,52.6,1
1,2,0.9,11.5,20.9,1
2,4,7.7,50.3,49.5,1
2,3,18.84,10.04,10.6,1
2,5,13.6,12.2,9.6,0
2,1,39.7,77.9,67.7,1
2,2,1.9,8.2,14.5,0
3,4,18.5,47.6,30.6,1
3,3,5.02,2.06,2.36,1
3,5,17.4,14,8.2,0
3,1,1,51.5,53.3,1
3,2,2.26,22.5,23.86,1
4,4,5.9,48.2,55.8,1
4,3,14.04,0.8,13.66,1
4,5,6.4,4.8,16.2,0
4,1,6.3,31,36.2,1
4,2,9.684,9.9,15.9,0
1,4,2.8,52.1,50.2,1
1,3,1,-3.54,9.46,1
1,5,11.8,12.8,10.6,0
1,1,12.6,34.7,45.6,1
1,2,0,18.1,19.9,1
2,4,0,18,25.7,1
2,3,16.04,2.88,5.68,1
2,5,13.2,12,12.4,0
2,1,49.8,53.4,44,1
2,2,5.5,23.6,20,0
3,4,0.5,0.8,18.8,1
3,3,1.94,2.1,5.18,1
3,5,9,2,10.4,1
3,1,0.9,34.8,36.3,1
3,2,2.26,8.8,9.7,1
4,4,2.8,46,51,1
4,3,11.32,7.44,10.16,1
4,5,9,10,7.4,1
4,1,23.5,65.7,48.5,1
4,2,15.884,20.1,13.9,1
1,4,1,0,1.8,1
1,3,8.64,13.26,5.62,1
1,5,2.6,8.4,17.6,0
1,1,12.9,49.7,49.4,1
1,2,4.5,31.2,26.7,1
2,4,1.8,9.5,7.7,1
2,3,18.64,8.68,6.08,1
2,5,13.2,12.4,12.4,0
2,1,51.4,53,51.4,1
2,2,7.3,26.3,24.5,0
3,4,16.7,48.6,32.4,1
3,3,2.82,2.32,1.44,1
3,5,5,4.4,8.4,1
3,1,0.4,7.8,8.3,1
3,2,8.544,33.1,26.816,1
4,4,3.4,2,1.4,1
4,3,10.58,10.28,11.02,1
4,5,4,10.4,15.4,1
4,1,8,58.5,74,1
4,2,10.212,17,22.672,1
1,4,2,4.7,3.7,1
1,3,19.46,15.04,4.22,1
1,5,2.8,10.2,10,0
1,1,11.7,14.7,16.6,1
1,2,4.7,24,23.8,0
2,4,3.8,4.1,2.1,0
2,3,23.36,11.98,7.26,1
2,5,12.6,7.6,8.2,0
2,1,34.1,17.7,35,1
2,2,7.3,22.8,22.8,0
3,4,0.5,-0.1,17,1
3,3,4.12,6.94,5.64,1
3,5,1.6,7.8,12,1
3,1,0.4,8.5,8.5,1
3,2,18.5,29.4,19.444,1
4,4,1.5,2.1,4,1
4,3,10.76,10.96,10.78,1
4,5,5,10.8,9.8,1
4,1,6.1,4.4,6.3,1
4,2,13.212,24,21,0
1,4,2.1,8,7.9,0
1,3,24.88,11.02,5.6,0
1,5,13,21.8,11.6,0
1,1,24.5,25.6,12.8,1
1,2,9,27.1,22.8,1
2,4,3.8,10.4,12,0
2,3,24.56,6.94,6.46,0
2,5,16.2,9.2,5.6,0
2,1,27.3,5.5,12.3,1
2,2,2.8,25.9,30.4,0
3,4,0,1.3,1.8,1
3,3,3.86,2.82,3.08,0
3,5,0.8,13.2,14,1
3,1,0.9,7.3,6.8,1
3,2,9.1,7.4,17.8,0
4,4,2,1,0.5,1
4,3,22.86,22.26,10.16,0
4,5,9,7.2,3.2,1
4,1,4.8,12.3,13.6,1
4,2,8.412,0,4.8,1
1,4,0,8,10.1,1
1,3,44.5,21.72,2.1,0
1,5,21.8,16,7.2,0
1,1,21.6,22.4,25.3,1
1,2,18.6,34.6,25,0
2,4,1.3,3.6,6.1,0
2,3,30.84,8.38,2.1,0
2,5,26.4,16.4,6.2,0
2,1,37.6,47.1,36.8,0
2,2,20.4,44.9,27.3,0
3,4,0,0.8,0.8,1
3,3,6.72,3.56,0.7,0
3,5,10.8,15.6,5.6,0
3,1,0.4,9.9,10.4,1
3,2,12.5,27,25.6,0
4,4,0.5,5.4,6.9,1
4,3,32.56,13.22,3.52,0
4,5,16.6,21.4,13.8,0
4,1,12.4,15.2,7.6,1
4,2,20.5,36.888,24.8,1
1,4,36.9,45,11.3,1
1,3,53.64,9.84,0.7,0
1,5,7.2,13.4,19,1
1,1,20.4,38.5,36,1
1,2,37.7,38.5,18.4,0
2,4,39.5,59.9,21.7,1
2,3,26.34,0.18,3.8,1
2,5,26.2,12.4,12.6,0
2,1,41.2,54.6,52.4,1
2,2,23.5,39.7,36.6,0
3,4,0,3.2,3.2,1
3,3,9.42,5.62,2.92,1
3,5,12,13.2,12,1
3,1,0.4,15.3,15.3,1
3,2,1.8,21,31.7,1
4,4,42.3,54.5,12.7,1
4,3,41.12,15.9,7.34,0
4,5,21,17.2,12.8,0
4,1,11.9,49.7,52.3,1
4,2,22.5,28.5,26.5,1
1,4,61.5,54.8,30.2,0
1,3,52.48,1.18,2.34,0
1,5,6.4,16,16.8,1
1,1,9.5,19.7,30.6,1
1,2,58.8,44.7,23.6,0
2,4,86.2,74.5,27.8,0
2,3,26.12,2.16,3.1,0
2,5,20.8,8.4,13.8,0
2,1,43.5,47.5,46,1
2,2,37.5,35.7,21.7,0
3,4,1.6,33.4,31.8,1
3,3,15.84,7.36,0.94,0
3,5,11,16,17,1
3,1,3,20.9,18.3,1
3,2,3.8,31.7,29.7,0
4,4,45.9,59.2,55.6,1
4,3,47.32,10.56,4.36,0
4,5,31.2,17.6,7.4,0
4,1,20.8,42.8,35.1,1
4,2,45.2,46.5,23.8,0
1,4,83.1,46.1,24.5,0
1,3,43.42,-5.52,3.54,1
1,5,21.8,13.6,7.2,0
1,1,10.9,36.1,34.7,1
1,2,58.2,22.2,22.8,0
2,4,96.4,48.4,39.9,0
2,3,26.56,1.16,0.72,0
2,5,10.2,12.4,23,0
2,1,72.1,77.7,49.7,0
2,2,33.8,37.9,41.6,0
3,4,10.8,38.4,29.2,1
3,3,19.86,7.54,3.52,0
3,5,8.4,10.2,12.8,0
3,1,4.3,22.9,22.4,1
3,2,10.3,32.2,25.7,0
4,4,67.9,58.4,36.4,0
4,3,43.44,-0.8,3.08,1
4,5,26,7,13,0
4,1,47.7,74.1,47.2,1
4,2,33.2,21.9,33.9,0
1,4,56.7,25.9,52.3,0
1,3,40.08,-2.64,0.7,0
1,5,17.6,11.2,15.4,0
1,1,52.3,92.9,52,1
1,2,37,12,33.2,1
2,4,73.6,22,44.8,0
2,3,18.22,-3.86,4.48,0
2,5,11,12.2,11.4,0
2,1,99.2,93.6,66.5,1
2,2,20.9,20.7,33.6,0
3,4,25.8,43.2,28.2,0
3,3,13.24,-1.44,5.18,0
3,5,7.2,12,13.2,0
3,1,5,21.9,21.2,1
3,2,9,28.1,30.4,1
4,4,65.2,43.2,46.8,0
4,3,39.66,0.72,4.5,0
4,5,18.4,8,15.6,0
4,1,63.5,89.9,76.9,1
4,2,30.7,26.9,29.4,0
1,4,23.1,-4.5,29.1,0
1,3,24.28,-12.06,3.74,0
1,5,21.8,15.6,11.4,0
1,1,128.8,120.8,44.3,1
1,2,19,-3,15,1
2,4,2.6,-18.8,54,0
2,3,16.82,0,1.4,0
2,5,16.6,18,12.4,0
2,1,97.6,53.1,54.7,1
2,2,1.9,0,19,0
3,4,2.6,17.3,42.3,0
3,3,9.24,-0.94,3.06,1
3,5,8.8,23,21.4,0
3,1,2,23.5,26.5,1
3,2,5,35.6,40.6,1
4,4,48.6,33.9,50.5,1
4,3,32.48,-5.76,1.42,0
4,5,3.4,-2.8,12.2,0
4,1,120.9,112,54.6,1
4,2,5.8,-0.5,24.4,0
1,4,14.4,39.9,48.6,1
1,3,18.82,-2.6,2.86,0
1,5,25.4,16.4,12.8,0
1,1,125.5,32.5,35.8,1
1,2,1.8,16.1,33.3,1
2,4,0.8,1.8,3.6,1
2,3,15.94,-0.64,0.94,0
2,5,8.8,13,21.8,1
2,1,45.4,19.8,40,1
2,2,14.2,41.1,28.8,0
3,4,0,37,40.5,1
3,3,2.8,-1.68,4.76,1
3,5,1.6,8,15.2,1
3,1,2,27.3,28,1
3,2,0,14.9,19.9,1
4,4,2.4,12.6,58.8,1
4,3,4.82,-21.46,6.2,1
4,5,4.8,10.2,8.8,0
4,1,106.5,31,45.4,1
4,2,14,28,19.8,1
1,4,5.6,26.9,36.5,1
1,3,3.98,-13.42,1.42,1
1,5,27.8,12.8,11.2,0
1,1,100.4,13.5,38.6,1
1,2,16.3,41.1,26.6,0
2,4,6.4,40.9,35.3,1
2,3,6.36,-4.64,4.94,1
2,5,0.8,5.4,13.4,1
2,1,23.5,19,40.9,1
2,2,28.2,34,20,0
3,4,0,12.6,13.5,1
3,3,4.9,4.26,2.16,1
3,5,12.8,21.6,10.4,0
3,1,0,21.7,25.2,1
3,2,17.3,34.3,18,0
4,4,1.6,48.9,49.7,1
4,3,10.66,7.24,1.4,1
4,5,7.6,14,11.2,0
4,1,69.1,1.8,39.2,1
4,2,22,28,20,1
1,4,60.8,100,44.8,0
1,3,6.58,4.72,2.12,0
1,5,15.8,-0.2,11.8,0
1,1,38.2,-22.2,40.6,0
1,2,36.9,40.4,21.8,0
2,4,41.6,76.8,42.4,0
2,3,5.86,2.36,2.86,1
2,5,10.4,18.6,9,0
2,1,55.9,62.2,31.8,1
2,2,37.4,31.7,24.5,0
3,4,1.6,35.2,33.6,1
3,3,3.52,1.44,2.82,1
3,5,22,19.6,10.4,0
3,1,0.5,25.3,24.8,1
3,2,20.1,28.6,25.8,0
4,4,62.4,102.4,41.6,0
4,3,7.38,2.38,5.66,1
4,5,13.4,17.2,11.4,0
4,1,48.9,16.4,37.2,1
4,2,48.1,44,17.9,0
1,4,103.6,77.2,41.9,0
1,3,11.36,6.9,2.12,0
1,5,12,3.6,7.4,0
1,1,31.8,32,38.4,1
1,2,52.4,35.5,20,0
2,4,23.3,31.8,55.2,0
2,3,7.46,4.7,3.1,0
2,5,16.8,18,11.6,0
2,1,67,61.7,52,1
2,2,28.2,9.3,18.5,0
3,4,17,57,41.6,0
3,3,8.76,6.64,1.4,0
3,5,13.8,3.2,11.4,0
3,1,9,42.9,35.1,1
3,2,33.2,24,10.9,0
4,4,69.6,67.6,64.5,0
4,3,12.82,7.6,2.16,0
4,5,18,14.6,10,0
4,1,23.4,26.6,52.6,1
4,2,58.9,25.8,15,0
1,4,65.5,-12.4,26.5,0
1,3,13.96,5.42,2.82,0
1,5,6.8,9,14.2,0
1,1,54,55.1,33.7,0
1,2,59.6,23.9,16.7,0
2,4,25.8,51.2,48.7,0
2,3,9.58,6.6,4.48,0
2,5,5.8,-0.4,10.6,0
2,1,61.6,46.6,52.7,1
2,2,47.8,34.5,15.9,0
3,4,1.6,30.8,47.9,1
3,3,13.5,6.16,2.12,0
3,5,13,7.2,8,0
3,1,3,31.6,37.6,1
3,2,9.7,14.4,38.9,0
4,4,41.4,32.1,60.3,1
4,3,13.98,4.72,3.56,0
4,5,17.6,10,10.4,0
4,1,41.5,56.4,38.3,1
4,2,72.8,37.3,23.4,0
1,4,12,-12.7,40.8,1
1,3,14.66,3.54,2.84,0
1,5,0.8,3.6,9.6,1
1,1,59,50.9,46.5,0
1,2,29.9,-10.7,19,0
2,4,3.5,29.4,52.5,0
2,3,9.32,4.72,4.98,0
2,5,7.8,14.8,14.4,0
2,1,60.3,31,32.3,1
2,2,52.5,31.3,26.6,0
3,4,17.1,52.9,38.3,1
3,3,13.2,1.36,1.66,0
3,5,18,15.8,10.8,0
3,1,0.5,23.1,25.6,1
3,2,13.6,30.6,26.7,0
4,4,0,9.6,51,1
4,3,16.58,3.32,0.72,0
4,5,4,1.6,15.2,1
4,1,55.5,82.4,69.1,1
4,2,54,10,29.8,0
1,4,21.4,38.7,29.3,1
1,3,15.58,4.7,3.78,0
1,5,5,15,10.8,0
1,1,41.9,17.2,34.3,1
1,2,21.5,6.3,14.7,0
2,4,0.8,32.3,35,1
2,3,7.68,1.92,3.56,1
2,5,4.2,13.2,16.8,0
2,1,58.6,31.7,34.2,1
2,2,24.2,-10.5,17.8,0
3,4,0.8,13.4,30.6,1
3,3,10.34,-0.7,2.16,0
3,5,5,0.8,14.8,1
3,1,4.4,54,51.5,1
3,2,1.8,0,11.8,1
4,4,12.8,72,59.2,1
4,3,12.08,2.14,6.64,1
4,5,4,14.8,15.8,1
4,1,28.5,19.3,47.1,1
4,2,25.3,-0.2,28.5,0
1,4,10.4,22.7,33.7,1
1,3,13.7,-0.22,2.6,0
1,5,9,13.2,10,0
1,1,35.6,29.6,35.9,1
1,2,0,-2.5,19,1
2,4,24,39.6,16.4,1
2,3,9.12,3.32,1.88,1
2,5,6.8,10.6,8.8,0
2,1,56.2,35.3,37.7,1
2,2,2.8,-8.8,14.6,0
3,4,0,17.1,17.9,1
3,3,4.92,0.72,6.14,1
3,5,5.6,10.4,10.6,0
3,1,2.2,5.4,7.6,1
3,2,18.9,39,22.9,0
4,4,23.2,47.6,37.2,1
4,3,11.62,2.62,3.08,1
4,5,4.6,10.2,9.6,0
4,1,43.2,58.9,44.2,1
4,2,8.3,2,19,0
1,4,24.8,35.2,20.8,1
1,3,12.26,1.4,2.84,0
1,5,3.8,5.4,10.6,0
1,1,39.5,40.1,36.2,1
1,2,9.8,24.8,15,0
2,4,29.6,36.8,31.2,0
2,3,10.56,4.26,2.82,1
2,5,4.8,15.2,17.2,0
2,1,38.5,38.3,56,1
2,2,2.8,26,26,0
3,4,0,12,12.8,1
3,3,2.82,0,2.1,1
3,5,10.4,6.4,1.6,0
3,1,4.7,24.6,22.1,1
3,2,4.5,3.5,17.9,1
4,4,1.6,32,32,1
4,3,11.14,3.56,4.04,1
4,5,3,6.8,8.4,1
4,1,31.4,30.7,45.2,1
4,2,26.6,32.1,13.8,0
1,4,28,32.8,29.6,0
1,3,7.98,-1.44,2.84,1
1,5,13.2,17.6,8.2,0
1,1,43.7,31,26.8,1
1,2,29.6,30.7,10.9,0
2,4,4.8,12.8,40.8,0
2,3,15.08,6.66,2.84,0
2,5,4.2,14.4,15,0
2,1,36,59.2,63.1,1
2,2,17.6,32.7,19.9,0
3,4,0,13.6,13.6,1
3,3,8,6.84,1.66,0
3,5,11,10.4,9.8,0
3,1,3,15.3,17.6,1
3,2,14,31.2,21.7,1
4,4,0.8,31.2,32.8,1
4,3,11.24,2.92,2.82,1
4,5,13,16.4,7.2,0
4,1,36.9,38.7,33.9,1
4,2,39,27.3,15.9,0
1,4,16.8,12.8,24,1
1,3,7.04,0.46,1.4,1
1,5,11.2,8.6,10.6,0
1,1,60.5,41.4,24.6,1
1,2,30.7,13,11.9,0
2,4,0.8,11.2,15.2,1
2,3,15.28,1.62,1.42,0
2,5,0.8,3,6.4,1
2,1,30.7,43.6,49.4,1
2,2,2.8,-3.1,13.5,0
3,4,3.2,18.4,19.2,1
3,3,8.24,1.88,1.64,0
3,5,6.2,-0.6,4.2,0
3,1,0,27.7,30.7,1
3,2,0,0,14,1
4,4,0,8.8,9.6,1
4,3,9.36,-0.46,1.42,1
4,5,20.6,15.6,8,0
4,1,37.7,45,44.2,1
4,2,39.3,14.2,13.9,0
1,4,15.2,31.2,32.8,0
1,3,2.82,1.64,5.16,1
1,5,11.2,4,4,0
1,1,34,5.6,32.1,1
1,2,34.4,14.5,10.8,0
2,4,17.6,49.6,35.2,0
2,3,11,0,4.28,0
2,5,1.8,16,15,0
2,1,25.9,28.4,33.2,1
2,2,8.8,23.9,18.9,0
3,4,0,13.6,16.8,1
3,3,11.58,4.04,0.7,0
3,5,10.8,12,7.4,0
3,1,2,14.6,12.6,1
3,2,6,23.9,17.9,1
4,4,12.8,37.6,24.8,0
4,3,12.66,6.36,3.06,0
4,5,15,3.2,8.8,0
4,1,22.4,18.5,33.8,1
4,2,34.5,12.1,16.9,0
1,4,13.6,31.2,32.8,0
1,3,5.18,3.06,0.7,0
1,5,7.4,7.8,11.6,0
1,1,41.1,57.9,51.5,1
1,2,34.7,11.1,10.8,0
2,4,18.4,55.2,54.4,0
2,3,2.52,-4.7,3.78,1
2,5,0.8,4.8,5.8,1
2,1,47.7,97.4,77.1,1
2,2,8.8,29.8,30.8,0
3,4,3.2,24,20.8,1
3,3,5.44,0,6.14,0
3,5,7.2,5.4,9,0
3,1,0,37.4,40.8,1
3,2,0,4.5,10.5,1
4,4,8,44.8,50.4,1
4,3,11.24,2.58,4,0
4,5,9.8,9.6,14.8,0
4,1,25,52.2,49.6,1
4,2,28.8,14.1,21.8,0
1,4,36.8,42.4,19.2,0
1,3,8.46,4.7,2.36,1
1,5,10.6,11.6,8.4,0
1,1,56.7,54,38.4,1
1,2,18.9,-1.1,14.7,0
2,4,4,21.6,36,0
2,3,1.1,1.88,3.3,1
2,5,2.8,11.6,9.6,0
2,1,80,92.6,60.3,1
2,2,4.8,3.5,7.5,0
3,4,8,17.6,12.8,1
3,3,4.04,0.94,2.34,1
3,5,11,9.6,5.8,0
3,1,1.5,22,20.5,1
3,2,1,24,23,1
4,4,0.8,32.8,40,1
4,3,5.82,-1.88,3.54,1
4,5,1,0.6,9.4,1
4,1,21.9,51.1,54.2,1
4,2,11.2,7.2,24.8,0
1,4,37.6,32,31.2,0
1,3,7.74,1.88,2.6,1
1,5,3,-0.8,6.8,1
1,1,33.6,5.8,28.9,1
1,2,19.9,14.9,13.9,0
2,4,2.4,36,37.6,0
2,3,3.22,3.54,1.42,1
2,5,2.8,4.8,4.8,0
2,1,66.8,44.8,58.7,1
2,2,8.6,25.8,22,0
3,4,24.8,46.4,30.4,1
3,3,3.1,0.7,1.64,1
3,5,7,1.6,5.6,0
3,1,1.5,26.6,26.6,1
3,2,3,14,12,1
4,4,14.4,44,30.4,0
4,3,9.96,4.86,0.72,1
4,5,1,10.2,10.2,1
4,1,25.3,43.2,39.8,1
4,2,12.5,21.2,19.9,0
1,4,12.8,-8,16.8,1
1,3,4.22,-1.4,2.84,1
1,5,0,7,10,1
1,1,31.3,28.3,30.6,1
1,2,0,4,23.9,1
2,4,2.4,16,16,0
2,3,3.6,4.7,4.32,1
2,5,6,8,4.8,0
2,1,59.9,44.5,58.2,1
2,2,4.8,3.5,8.3,0
3,4,20.8,8.8,13.6,1
3,3,10.44,8.28,1.1,0
3,5,8.6,9,7.4,0
3,1,12.9,52.6,41.2,1
3,2,7.5,25.5,22,0
4,4,17.6,44,41.6,0
4,3,12.3,4.2,2.5,1
4,5,0,1.6,2.6,1
4,1,17.8,34,42.1,1
4,2,0.9,6,17.6,1
1,4,23.2,35.2,24.8,0
1,3,1.8,-1.7,0.72,1
1,5,2,3,1,1
1,1,24.4,22.9,29.8,1
1,2,15.7,22.7,7,0
2,4,2.4,40,40.8,0
2,3,3.64,2.16,2.12,1
2,5,2.8,8.6,11.8,0
2,1,38.4,55.8,77.3,1
2,2,7.8,26.8,23.8,0
3,4,15.2,26.4,32,1
3,3,13.22,2.78,0,0
3,5,3.2,-1.2,4.2,1
3,1,1.7,1.4,12.6,1
3,2,2.7,12,16.8,1
4,4,4,28.8,42.4,1
4,3,9.56,-1.32,2.12,0
4,5,0,7.6,7.6,1
4,1,20.8,45.8,43.9,1
4,2,8.7,28.5,20.7,0
1,4,4.8,11.2,30.4,1
1,3,2.5,2.5,1.8,1
1,5,4,14.4,12.4,1
1,1,19.2,47.6,53.7,1
1,2,4.9,3,13.8,0
2,4,0.8,19.2,20.8,1
2,3,5.12,3.6,2.12,1
2,5,1.6,10.4,11.6,1
2,1,30.9,56,64.1,1
2,2,3.8,17,21,0
3,4,30.4,51.2,36.8,1
3,3,11.08,-1.44,0.7,0
3,5,10.6,11.4,4,0
3,1,0.7,61,62.9,1
3,2,3.7,19.7,18.7,0
4,4,0.8,39.2,42.4,1
4,3,5.24,-0.7,3.62,0
4,5,2,4,2,1
4,1,12.2,39.7,48.3,1
4,2,2.9,3,8.8,0
1,4,0.8,20,24,1
1,3,5.74,5.76,2.52,0
1,5,0,0,4,1
1,1,2.5,3,19.7,1
1,2,19.5,29.6,15,0
2,4,15.2,41.6,27.2,1
2,3,7.24,3.52,1.4,0
2,5,1.6,0.8,0.8,1
2,1,30.4,45.5,46,1
2,2,12.2,27.3,18.9,0
3,4,30.4,28.8,28.8,1
3,3,12.58,2.2,0.7,0
3,5,4.2,-1.6,4.8,0
3,1,0.7,5.4,5.4,1
3,2,11.9,22,13.8,0
4,4,1.6,33.6,33.6,1
4,3,8.12,5.42,2.54,0
4,5,5.6,15.2,11.6,1
4,1,8.6,30.1,33.7,1
4,2,21.7,31.7,12.9,0
1,4,6.4,44.8,39.2,1
1,3,2.1,0.7,4.34,1
1,5,3,14.6,12.4,1
1,1,8.9,67,60.6,1
1,2,0,-2,17.5,1
2,4,17.6,46.4,44,1
2,3,4.66,3.56,6.14,1
2,5,1.6,13.2,13.2,1
2,1,48.1,90.1,72.4,1
2,2,9.4,19,21.8,0
3,4,24,28.8,35.2,1
3,3,10.76,-1.1,0.72,0
3,5,6.8,11.8,9.2,0
3,1,21.6,79.9,59,1
3,2,37.5,41.5,15.9,0
4,4,4,49.6,47.2,1
4,3,9.46,3.5,2.16,0
4,5,3,7.2,9.8,1
4,1,20.7,72.6,63.2,1
4,2,0,2,23.7,1
1,4,2.4,48,52,1
1,3,0.7,4.34,5.74,1
1,5,7,19.6,15.6,1
1,1,38.1,72.3,43.1,1
1,2,4.8,26.5,21.7,0
2,4,3.2,12,28,1
2,3,2.5,1.8,3.96,1
2,5,2.4,19.4,21.4,1
2,1,41,91.8,106.4,1
2,2,11.4,33.6,32.6,0
3,4,12,32.8,44.8,1
3,3,8.98,1.44,3.22,0
3,5,0,1,7.8,1
3,1,8.3,35.5,49.5,1
3,2,6,-2,29.5,1
4,4,0,56.8,60.8,1
4,3,2,0.8,8.96,1
4,5,2,15.4,16.4,1
4,1,32.3,80.8,69.2,1
4,2,0,38.6,38.6,1
1,4,12,48.8,39.2,0
1,3,2.9,5.74,3.54,1
1,5,17.4,14.4,4,0
1,1,74.8,74.9,38.2,1
1,2,33.5,38.6,9.9,0
2,4,1.6,34.4,36,1
2,3,4.34,6.86,5.02,0
2,5,7.6,9,3.8,0
2,1,44.7,87.9,84.2,1
2,2,30.6,43.8,24.6,0
3,4,2.4,38.4,49.6,1
3,3,4.66,-2.52,1.8,0
3,5,10,18.8,8.8,0
3,1,8.5,74.7,74.5,1
3,2,24.9,39.7,20.8,0
4,4,30.4,71.2,40.8,1
4,3,8.52,7.22,0.7,1
4,5,8.4,12.8,6.4,0
4,1,60.7,90.1,61.7,1
4,2,15.9,34.7,18.8,0
1,4,32.8,52,31.2,0
1,3,9.04,6.14,0,0
1,5,18.8,9.6,8.2,0
1,1,82,54,46.8,1
1,2,32.3,15.6,16.8,0
2,4,0.8,26.4,27.2,1
2,3,1.1,2.16,6.1,1
2,5,10.6,14.6,11.6,0
2,1,49,76.2,72.8,1
2,2,50.4,34.5,14.7,0
3,4,24.8,57.6,35.2,0
3,3,3.6,4.64,5.7,1
3,5,10,9.8,9.8,0
3,1,29.3,88.6,68.6,1
3,2,22.6,7.7,10,0
4,4,60,119.2,89.6,0
4,3,8.48,4.32,4.36,0
4,5,9.8,14.6,13.2,0
4,1,67.5,69.7,62.9,1
4,2,24,39.5,31.4,1
1,4,52,45.6,26.4,0
1,3,14.1,6.46,1.4,0
1,5,19.2,12,11.6,0
1,1,80.7,35.5,36.8,1
1,2,12,12.5,16.8,0
2,4,13.6,49.6,36.8,0
2,3,4.02,5.46,3.26,1
2,5,21.6,21.4,10.4,0
2,1,85.3,99.4,63.6,1
2,2,61.1,29.5,18.8,0
3,4,48,58.4,35.2,0
3,3,5.76,3.26,1.1,1
3,5,9,7.2,8.2,0
3,1,52.5,76.2,53,1
3,2,37.4,34.5,19.7,0
4,4,3.2,6.4,63.2,1
4,3,12.5,6.56,2.54,0
4,5,12,10.4,8.2,0
4,1,75.5,51.1,43.1,1
4,2,52.8,37.5,8.7,0
1,4,72,47.2,27.2,0
1,3,8.26,-0.46,5.38,0
1,5,7.4,1.4,13.2,0
1,1,61.7,7.5,27.4,1
1,2,40.6,37,8.4,1
2,4,24,44,40,0
2,3,4.3,2.8,2.52,1
2,5,30.8,19.2,10,0
2,1,116.1,110.2,79.3,1
2,2,79.5,34.4,16,0
3,4,54.4,34.4,28.8,0
