"store","product","stock","receipt","sales","stockout"
"B","Onion",14.4,36.2,30,"0"
"B","Carrot",15.9,40.6,44.7,"0"
"C","Potato",1,118.4,120,"1"
"C","Yam",5,0.9,2.2,"1"
"C","Onion",3,16.2,27.8,"1"
"C","Tomato",20.5,93.5,91,"1"
"D","Potato",1,79.2,83.2,"1"
"D","Yam",0,5.3,5.3,"1"
"D","Tomato",31.5,71.5,72.5,"0"
"D","Carrot",15.3,35.7,41.4,"0"
"A","Yam",9.8,0,2,"0"
"A","Onion",0,14.6,15.4,"1"
"A","Carrot",2.3,27.8,27.5,"0"
"B","Potato",1,80,81,"1"
"B","Yam",11.8,3.3,5.1,"0"
"B","Tomato",14.3,80.9,84.5,"0"
"B","Carrot",10.5,25.7,31.1,"1"
"C","Yam",5,3.2,3.2,"1"
"C","Tomato",41.1,91.2,70.6,"0"
"D","Potato",19,130,116,"0"
"D","Yam",20.1,22.1,2,"0"
"D","Tomato",181,207.8,58.3,"0"
"D","Carrot",91,110.3,34.6,"0"
"A","Potato",10,79,73.8,"0"
"A","Onion",1.6,18,16.4,"1"
"A","Tomato",32,66.6,52.1,"0"
"A","Carrot",10.8,36.7,28.2,"0"
"B","Yam",3.3,0,8.5,"1"
"B","Tomato",18.3,84.2,83.9,"1"
"B","Carrot",7.7,45.6,48.9,"0"
"C","Yam",3.1,4.2,6.1,"0"
"C","Onion",26.2,28,14,"0"
"C","Tomato",62.4,107.2,85.9,"0"
"C","Carrot",51.2,43.7,29.4,"0"
"D","Potato",2,103,120,"1"
"D","Yam",11.8,0,8.3,"0"
"D","Onion",7,0,18.4,"1"
"D","Tomato",117.8,8,71.2,"0"
"D","Carrot",46.7,0,44.3,"0"
"A","Potato",24.4,80,65.6,"0"
"A","Yam",9.5,2,2.1,"0"
"A","Onion",13,22.6,11.2,"0"
"A","Tomato",49.7,59.5,41.8,"0"
"A","Carrot",10.9,30.8,31.7,"0"
"B","Potato",2,97,97.6,"1"
"B","Yam",3.1,4,4.2,"0"
"B","Onion",6.2,31,28,"0"
"B","Tomato",363.8,630.2,282.4,"1"
"B","Carrot",0,32.6,40.3,"1"
"C","Potato",2.8,96,110.4,"0"
"C","Yam",1.1,-0.9,1.1,"1"
"C","Onion",33.6,26,18.6,"0"
"C","Tomato",40.2,63.6,85.8,"1"
"D","Potato",3,104.2,103.2,"1"
"D","Yam",12.8,3.1,3.2,"0"
"D","Onion",21,34.4,20.4,"0"
"D","Tomato",69.6,37.3,86.9,"0"
"D","Carrot",31,24.5,40.2,"1"
"A","Potato",22.8,79.2,80.8,"0"
"A","Yam",7.3,2,4.2,"0"
"A","Onion",8.4,22.6,27.2,"0"
"A","Tomato",60.4,57.1,46.4,"0"
"A","Carrot",9.3,26.8,28.4,"0"
"B","Potato",2,96.2,96.2,"1"
"B","Yam",13.6,10.5,0,"0"
"B","Onion",10.2,31.6,28.4,"0"
"B","Tomato",315.7,88.2,88.3,"0"
"B","Carrot",0,30.9,30.9,"1"
"C","Potato",30,119.2,92.8,"0"
"C","Yam",2,5.1,4.2,"1"
"C","Onion",27.2,9.6,16,"0"
"C","Tomato",47.6,82.8,75.4,"0"
"C","Carrot",29.9,32,35,"0"
"D","Potato",39,128,94.4,"0"
"D","Yam",13.7,5,4.1,"0"
"D","Tomato",34.4,35.8,71,"0"
"D","Carrot",25.5,31.4,36.9,"1"
"A","Potato",28.2,80,75.4,"0"
"A","Tomato",50.6,45.4,55.2,"0"
"A","Carrot",11.7,31.8,29.4,"0"
"B","Potato",2.8,94.6,95.4,"0"
"B","Yam",16,6.4,4,"0"
"B","Carrot",2,34.9,32.9,"1"
"C","Potato",40.4,109,99.4,"0"
"C","Onion",24.6,14,16.6,"0"
"C","Tomato",184.8,220.1,83.6,"0"
"C","Carrot",19.4,12.4,22.9,"0"
"D","Potato",25.8,104,117.2,"0"
"D","Yam",9.5,1.1,5.3,"0"
"D","Onion",21.4,7,22.2,"0"
"D","Carrot",22,28.8,32.3,"1"
"A","Potato",17.8,98.4,108.8,"0"
"A","Yam",4.3,3.2,5.3,"0"
"A","Onion",20.8,28.4,25.8,"0"
"A","Tomato",68.5,90.4,72.5,"0"
"A","Carrot",33,42.6,21.3,"0"
"B","Potato",1,107.2,109,"1"
"B","Yam",14.2,5.3,7.1,"0"
"B","Onion",18.6,33,31.2,"0"
"B","Tomato",68.7,114.4,268.7,"0"
"B","Carrot",24,48.1,28.1,"0"
"C","Potato",68,124,96.4,"1"
"C","Yam",3.1,5.3,7.4,"0"
"C","Onion",29.6,21.6,16.6,"1"
"C","Tomato",183.7,91.4,93.2,"0"
"C","Carrot",41.5,49.1,27,"0"
"D","Potato",0.8,128.8,153.8,"1"
"D","Tomato",130,202.3,139.4,"0"
"A","Potato",16,101.4,103.2,"1"
"A","Yam",1.1,6.3,9.5,"1"
"A","Onion",13.4,23,30.4,"0"
"A","Tomato",62,68.6,77.2,"0"
"A","Carrot",39.5,38.3,32.8,"0"
"B","Potato",0,108,109,"1"
"B","Yam",15.2,4.1,3.1,"0"
"B","Onion",8,33,44.4,"0"
"B","Tomato",364.2,496.3,199.8,"0"
"B","Carrot",27,44.7,41.7,"1"
"C","Potato",52.8,67.2,86.4,"0"
"C","Yam",2,2.1,3.2,"1"
"C","Onion",18.4,4,16,"1"
"C","Tomato",212.8,148.6,121,"0"
"D","Potato",0.8,108,108,"0"
"D","Yam",12.7,7.3,4.2,"0"
"D","Onion",7,24.4,30.8,"0"
"D","Tomato",82.9,68.4,116.5,"0"
"D","Carrot",10,26.8,53.3,"0"
"A","Potato",0,77.6,93.6,"1"
"A","Yam",3,3,1.1,"1"
"A","Onion",9.8,16,19.6,"0"
"A","Carrot",13.4,5.5,31.6,"0"
"B","Potato",0,88,88,"1"
"B","Yam",10.5,5,9.7,"0"
"B","Onion",3.2,24.2,29,"0"
"B","Carrot",0,9.6,36.6,"1"
"C","Yam",5.1,5.2,2.1,"0"
"C","Onion",12.8,20,25.6,"1"
"C","Tomato",193.1,68.2,84.7,"0"
"C","Carrot",7,34.7,62.9,"1"
"D","Potato",13.6,134.4,121.6,"0"
"D","Yam",10.5,5,7.2,"0"
"D","Onion",13.6,35,28.4,"0"
"D","Tomato",80.7,83.6,87.2,"0"
"D","Carrot",0,29.5,39.5,"1"
"A","Potato",0,86.4,86.4,"1"
"A","Onion",12.2,22.4,20,"0"
"A","Tomato",42.1,61.3,66.6,"0"
"A","Carrot",7.5,22.3,28.2,"1"
"B","Potato",0,95.2,95.2,"1"
"B","Yam",8.2,3,5.3,"0"
"B","Tomato",328.9,316.9,282,"0"
"B","Carrot",1.5,35.1,33.6,"1"
"C","Potato",48.8,84.8,87.2,"0"
"C","Yam",4.2,3.3,4.2,"0"
"C","Tomato",74.5,84.9,83.5,"0"
"C","Carrot",2.8,29.8,34,"0"
"D","Potato",34.4,138.4,117.6,"0"
"D","Yam",5.4,3.2,8.3,"0"
"D","Onion",11.6,23,25,"0"
"D","Tomato",155.9,152,76.8,"0"
"D","Carrot",1.8,28.5,26.7,"1"
"A","Potato",31.2,94.4,64,"0"
"A","Onion",20.8,24,15.4,"0"
"A","Tomato",46,55.9,53,"0"
"A","Carrot",11.3,33.5,29.7,"0"
"B","Potato",0,99.2,99.2,"1"
"B","Yam",3,-1,4.2,"1"
"B","Tomato",76.6,95.8,269.2,"0"
"B","Carrot",0,37.6,40.1,"1"
"C","Potato",0,64,113.6,"1"
"C","Yam",3,2.1,3.3,"1"
"C","Onion",2.4,15.4,21.6,"1"
"C","Carrot",0,32.7,35.5,"1"
"D","Potato",15.2,108,127.2,"0"
"D","Yam",0,1,6.4,"1"
"D","Onion",2,8,17.6,"1"
"D","Carrot",0,30,31.8,"1"
"A","Yam",7.5,1,4.2,"0"
"A","Onion",18.6,10,12.2,"0"
"A","Carrot",9.2,24.8,26.9,"0"
"B","Yam",5,5.2,3.2,"1"
"B","Onion",27.8,36,27.8,"0"
"B","Tomato",2.9,66.3,137.9,"1"
"B","Carrot",1.8,36.9,35.1,"1"
"C","Onion",2.6,13.8,13.6,"0"
"C","Carrot",0,31.4,31.4,"1"
"D","Potato",10.4,91.2,96.8,"0"
"D","Onion",14.6,30,17.4,"0"
"D","Tomato",6.8,35,73.1,"0"
"D","Carrot",3.9,34.6,32.2,"0"
"A","Yam",7.5,1.1,1.1,"0"
"A","Onion",20.2,22,20.4,"0"
"A","Carrot",17.8,37.7,29.1,"0"
"B","Potato",4,116,114.4,"0"
"B","Yam",2.2,5.3,8.1,"1"
"B","Tomato",1.9,102.1,103.1,"1"
"B","Carrot",1,38.8,41.4,"1"
"C","Potato",30.4,103.2,93.6,"0"
"C","Yam",1.1,1.1,3.1,"1"
"C","Onion",7.4,15.4,10.6,"0"
"C","Tomato",33.8,65.6,86.4,"0"
"C","Carrot",0.9,39.8,38.9,"1"
"D","Potato",15.2,119.2,116,"0"
"D","Onion",14.6,29,29,"0"
"D","Tomato",42.8,97.4,62.8,"0"
"D","Carrot",1,41.6,44.5,"1"
"A","Potato",34.4,110.4,127.2,"0"
"A","Yam",8.6,5.2,4.1,"0"
"A","Onion",21.4,25.6,24.4,"0"
"A","Tomato",38.6,86.1,95,"1"
"B","Potato",0,112,116,"1"
"B","Onion",41.4,38,31.8,"0"
"B","Tomato",10.2,116.4,108.8,"0"
"B","Carrot",0,38.4,39.4,"1"
"C","Yam",0,2.2,3.3,"1"
"C","Onion",9.4,24.8,22.8,"0"
"C","Tomato",28.1,88.3,94,"0"
"C","Carrot",1.2,38.7,38.4,"1"
"D","Potato",117.6,115.2,12.8,"0"
"D","Yam",5.5,2.1,3.1,"1"
"D","Onion",17.2,36,34.2,"0"
"D","Tomato",60.3,109.7,93.7,"0"
"D","Carrot",1.2,36.9,36.7,"1"
"A","Potato",11.2,96,119.2,"0"
"A","Onion",4.8,12.2,28.8,"1"
"A","Tomato",34.7,91.5,95.4,"0"
"A","Carrot",4.8,39.8,52.8,"0"
"B","Yam",7.5,7.2,7.2,"0"
"B","Tomato",8.6,118.5,120.8,"0"
"B","Carrot",1.2,48.5,47.3,"1"
"C","Yam",1,5.2,4.2,"1"
"C","Onion",0,17,27.2,"1"
"C","Tomato",21.4,87.6,95.7,"0"
"C","Carrot",0.8,45.5,45.9,"1"
"D","Potato",356.8,242.4,3.2,"0"
"D","Yam",11.7,10.4,4.2,"0"
"D","Onion",31.8,36.8,22.2,"0"
"D","Carrot",10,51.7,42.9,"0"
"A","Onion",5,18,17.8,"0"
"A","Tomato",16.6,52.4,70.5,"0"
"B","Onion",24.8,11,21.8,"0"
"B","Tomato",4.6,97.5,102.9,"1"
"B","Carrot",1.6,40.8,40.4,"1"
"C","Potato",28,88,94.4,"0"
"C","Yam",3,5.2,3.2,"1"
"C","Onion",6,15.6,9.6,"1"
"C","Tomato",25.4,82.6,79.6,"0"
"C","Carrot",3.2,42,39.6,"1"
"D","Potato",236.8,0,120.8,"0"
"D","Yam",12.5,6,5.2,"0"
"D","Tomato",34,3,85.4,"0"
"A","Potato",0,0,16,"1"
"A","Yam",7.4,3.4,2.1,"0"
"A","Onion",6,28.2,27.2,"1"
"A","Tomato",30,82.9,69.5,"0"
"B","Potato",20,0,0,"0"
"B","Yam",14.5,5,8.6,"0"
"B","Onion",33,32,24.6,"0"
"C","Potato",0,-1.6,26.4,"1"
"C","Onion",9,20.8,17.8,"1"
"C","Carrot",5.8,43.7,41.1,"0"
"D","Yam",9.2,5.1,9.4,"0"
"D","Onion",17.8,18,21.8,"0"
"D","Tomato",48.6,107.5,94.3,"0"
"A","Potato",0,0,0,"1"
"A","Yam",3.3,2.2,6.3,"1"
"A","Onion",8.2,18,15.8,"0"
"B","Yam",0,-4.2,10.3,"1"
"B","Onion",37.6,26,21.4,"0"
"B","Tomato",16.5,102.7,118.6,"0"
"B","Carrot",2.2,42.6,46.1,"0"
"C","Potato",0,0,0,"1"
"C","Yam",6.4,7.5,4.2,"0"
"C","Onion",17.2,29,20.8,"0"
"C","Tomato",17,83.8,95.8,"0"
"C","Carrot",3.2,43.9,46.5,"1"
"D","Yam",5,1,5.2,"1"
"D","Tomato",68.4,86.5,66.7,"0"
"D","Carrot",15.8,46.7,43,"0"
"A","Potato",0,0,0,"1"
"A","Yam",2.2,2.1,3.2,"1"
"A","Onion",24.2,28,12,"0"
"A","Tomato",48.5,67.2,47,"0"
"A","Carrot",19.2,38.6,32.9,"0"
"B","Potato",20,0,0,"0"
"B","Yam",0,3.2,3.2,"1"
"B","Onion",30.6,24,31,"0"
"B","Tomato",17.8,110.3,109.8,"0"
"B","Carrot",3.1,50.6,49.7,"0"
"C","Potato",0,0,0,"1"
"C","Yam",5.4,3.4,4.4,"0"
"C","Onion",14,11.6,15.6,"0"
"C","Tomato",8.8,58.7,67.9,"1"
"C","Carrot",6.1,48.7,46.7,"0"
"D","Potato",0,-2.4,24.8,"1"
"D","Yam",8.1,9.3,6.2,"0"
"D","Onion",47.2,39,25.2,"0"
"D","Tomato",48.7,65.2,88.4,"0"
"D","Carrot",20.7,47.7,43.8,"0"
"A","Potato",0,0,0,"1"
"A","Tomato",81.2,81.3,48.6,"0"
"A","Carrot",14.6,40.3,44.9,"0"
"B","Potato",20,0,0,"0"
"B","Yam",8.5,12.6,4.1,"0"
"B","Onion",40.8,37.2,27.8,"0"
"B","Tomato",71.4,125.5,72.6,"0"
"C","Potato",0,0,0,"1"
"C","Yam",4.2,2.1,3.3,"0"
"C","Onion",16,26,25.8,"1"
"C","Tomato",36.4,94.9,69.4,"0"
"C","Carrot",9,42.1,40.2,"1"
"D","Potato",0,0,0,"1"
"D","Yam",6.1,5.5,7.5,"0"
"D","Tomato",59.8,70,59.6,"0"
"D","Carrot",8.1,35,47.6,"1"
"A","Potato",0,0,0,"1"
"A","Onion",24.6,23,31.6,"0"
"A","Carrot",8.6,29.5,35.5,"0"
"B","Potato",20,0,0,"0"
"B","Yam",13.7,12.6,7.4,"0"
"B","Onion",24.4,10.2,26.6,"0"
"B","Tomato",82.7,125.8,115.2,"0"
"B","Carrot",3.7,55,57.4,"0"
"C","Potato",0,0,0,"1"
"C","Yam",7.7,7.5,4,"1"
"C","Onion",11,11.6,16.6,"1"
"C","Tomato",51.3,90.1,76.2,"0"
"C","Carrot",8.2,50.7,51.5,"0"
"D","Potato",0,0,0,"1"
"D","Onion",53,58.4,29.8,"0"
"D","Tomato",46.9,70.3,83.9,"0"
"D","Carrot",0.9,47,54.2,"1"
"A","Potato",0,0,0,"1"
"A","Yam",3,7.3,9.4,"1"
"A","Onion",21.6,27,30,"0"
"A","Tomato",75.9,37.9,65.9,"0"
"A","Carrot",4.9,41.4,45.1,"0"
"B","Yam",15.7,8.3,6.3,"0"
"B","Onion",19.2,34.4,39.6,"0"
"B","Tomato",58.5,78.3,103.9,"0"
"B","Carrot",5,44.6,43.3,"0"
"C","Potato",0,0,0,"1"
"C","Yam",9.8,7.5,5.4,"0"
"C","Onion",16.8,24.8,19,"0"
"C","Carrot",7.2,41.5,42.5,"1"
"D","Potato",0,0,0,"1"
"D","Yam",10.2,2.4,4.3,"0"
"D","Tomato",28.6,78.9,97.2,"0"
"D","Carrot",0,38.9,40.8,"1"
"A","Potato",0,0,0,"1"
"A","Yam",4.3,7.5,6.2,"0"
"A","Onion",35.4,27,14,"0"
"B","Potato",20,0,0,"0"
"B","Yam",8.4,0,7.3,"0"
"B","Onion",15,21.4,26.6,"0"
"B","Tomato",67,94.4,88.7,"0"
"B","Carrot",3.8,50.2,52.3,"0"
"C","Potato",0,0,0,"1"
"C","Yam",11.8,5.2,3.2,"0"
"C","Onion",25.6,30.8,22,"1"
"C","Tomato",66.7,82.9,79.9,"0"
"C","Carrot",9.5,50,47.7,"0"
"D","Potato",0,0,0,"1"
"D","Yam",12.8,6.6,4,"0"
"D","Onion",38,33,18.2,"0"
"D","Carrot",18,53.2,36.2,"0"
"A","Potato",0,0,0,"1"
"A","Yam",7.7,10.6,7.2,"1"
"A","Onion",49.6,27,12.8,"1"
"A","Tomato",58.1,19.2,56.7,"0"
"A","Carrot",26.7,46.2,44.1,"0"
"B","Potato",20,0,0,"0"
"B","Yam",5.5,5.6,8.5,"1"
"B","Tomato",86.1,106.7,88.6,"0"
"B","Carrot",0.9,45.9,49.8,"1"
"C","Potato",0,0,0,"1"
"C","Tomato",75,78.9,70.6,"0"
"D","Potato",0,0,0,"1"
"D","Yam",8.7,0.1,4.2,"0"
"D","Onion",46.8,31.4,22.6,"0"
"D","Tomato",74.8,88.7,59.2,"0"
"D","Carrot",24.7,49.7,43,"0"
"A","Yam",3.3,3.2,7.6,"1"
"A","Carrot",26.5,39.2,41.4,"0"
"B","Yam",3.2,4,6.3,"0"
"B","Onion",20.6,32,34.6,"0"
"B","Tomato",82.9,90.2,93.4,"0"
"B","Carrot",4.5,51.3,47.7,"1"
"C","Yam",11.8,2.2,3.2,"0"
"C","Onion",23.2,-0.8,15.6,"1"
"C","Carrot",26.4,43,35.4,"0"
"D","Yam",4.4,2.1,6.4,"1"
"D","Onion",29.2,2.6,20.2,"0"
"D","Tomato",47.8,21.8,48.8,"0"
"A","Yam",3,6.1,6.4,"1"
"A","Onion",16.9,18.5,26.8,"0"
"A","Carrot",4.5,12.4,34.4,"1"
"B","Potato",20,0,0,"0"
"B","Yam",10.6,11.5,4.1,"0"
"B","Tomato",29.7,50.1,104.8,"0"
"C","Yam",9.8,2.1,4.1,"0"
"C","Tomato",34.8,77,81,"1"
"C","Carrot",23.3,43.8,46.9,"0"
"D","Yam",4.4,3.1,3.1,"1"
"D","Onion",41.3,39.8,27.7,"0"
"D","Tomato",62.4,81.4,67.5,"0"
"D","Carrot",19.7,44.7,46.2,"0"
"A","Potato",0,0,0,"1"
"A","Onion",20.3,48.6,45.7,"0"
"A","Tomato",9.9,62.1,84.3,"0"
"A","Carrot",1.8,43.3,46,"1"
"B","Yam",14.9,12.6,8.3,"0"
"B","Onion",7.2,47,69.2,"0"
"B","Tomato",2.4,91.1,118.4,"1"
"B","Carrot",0.8,52.1,56.2,"1"
"C","Potato",0,0,0,"1"
"C","Yam",5.5,0,4.3,"1"
"C","Onion",59,54.3,44.9,"0"
"C","Tomato",10.2,84.2,108.8,"1"
"D","Potato",0,0,0,"1"
"D","Onion",62.3,67.8,46.8,"0"
"D","Tomato",40.7,83.8,106.2,"0"
"A","Potato",0,0,0,"1"
"A","Yam",6.2,11.5,11.6,"0"
"A","Onion",28.4,53.1,45,"0"
"A","Tomato",4.5,75.6,81,"1"
"A","Carrot",0,14.3,16.1,"1"
"B","Potato",20,0,0,"0"
"B","Yam",0,0,14.9,"1"
"B","Onion",6.9,63.2,63.5,"0"
"B","Tomato",1.4,108.4,112.2,"1"
"B","Carrot",107.2,122.9,16.5,"1"
"C","Potato",0,0,0,"1"
"C","Yam",2.2,0.9,4.2,"1"
"C","Tomato",7.7,36.9,40.2,"1"
"C","Carrot",57.1,63.5,35.4,"0"
"D","Potato",0,0,0,"1"
"D","Yam",0,0,11.6,"1"
"D","Onion",2.9,-1.6,58.3,"0"
"D","Tomato",15.6,0,25.1,"0"
"D","Carrot",54,51.6,17.5,"1"
"A","Potato",0,4.8,4.8,"1"
"A","Yam",7.4,7.5,6.3,"0"
"A","Tomato",0,74.2,78.7,"1"
"A","Carrot",7.8,38.2,30.4,"0"
"B","Potato",20,4.8,4.8,"0"
"B","Yam",1,5.1,4.1,"1"
"B","Onion",22.1,93.6,79.9,"0"
"B","Tomato",1.4,112.7,112.7,"1"
"B","Carrot",131.2,60.6,36.6,"1"
"C","Potato",0,4,4,"1"
"C","Yam",0,0.9,3.1,"1"
"C","Onion",47.7,27.6,34.9,"0"
"C","Tomato",25.3,92.8,75.9,"0"
"D","Potato",0,2.4,2.4,"1"
"D","Yam",0,4.2,4.2,"1"
"D","Onion",22.5,62,42.4,"0"
"D","Tomato",13.7,90.2,92.8,"0"
"D","Carrot",76.8,59.4,36.6,"1"
"A","Potato",0,3.2,3.2,"1"
"A","Yam",14.9,15.7,8.2,"0"
"A","Onion",80.5,52.9,28.2,"0"
"A","Tomato",41.7,104.5,64.2,"0"
"B","Carrot",202.4,125.4,55.2,"1"
"C","Potato",0,0,0,"1"
"C","Yam",4.4,7.4,3,"1"
"C","Onion",39,17.2,26.7,"0"
"C","Tomato",43,100.2,83.2,"0"
"C","Carrot",132.1,100.6,28.8,"0"
"D","Potato",0,0,0,"1"
"D","Onion",58.5,59.3,23.8,"0"
"D","Carrot",119,81.3,39.1,"0"
"A","Potato",0,11.2,11.2,"1"
"A","Yam",14.7,3,3.2,"0"
"A","Carrot",18,52.2,37.6,"0"
"B","Potato",20,11.2,11.2,"0"
"B","Yam",3,6,12.5,"1"
"B","Onion",66.2,77.6,60.7,"0"
"B","Tomato",9,101.3,101.8,"0"
"B","Carrot",227.6,104.6,80.4,"0"
"C","Potato",0,0.8,0.8,"1"
"C","Yam",1,2,5.4,"1"
"D","Potato",0,1.6,1.6,"1"
"D","Yam",7.3,2,2,"0"
"D","Tomato",47.8,89.5,69.3,"0"
"D","Carrot",127.6,62.4,53.8,"0"
"A","Potato",0,12.8,12.8,"1"
"A","Tomato",31.8,46.8,59.1,"1"
"B","Potato",20,16,16,"0"
"B","Yam",2,4,5,"0"
"B","Onion",39.8,35.5,61.9,"0"
"B","Tomato",9.4,101.2,101.8,"0"
"B","Carrot",198.4,63,92.2,"0"
"C","Potato",0,2.4,2.4,"1"
"C","Yam",2,3,2,"0"
"C","Onion",37.5,27.2,30.2,"0"
"C","Carrot",161.5,64.2,48.8,"0"
"D","Potato",0,0,0,"1"
"D","Yam",2,-1,4.3,"1"
"D","Onion",55.4,16.1,29.2,"0"
"D","Tomato",70.4,102.4,79.8,"0"
"D","Carrot",140,64.1,51.7,"0"
"A","Potato",0,16,16,"1"
"A","Onion",26.4,11.4,29.6,"1"
"A","Carrot",1.3,2.8,8.8,"0"
"B","Potato",20,14.4,14.4,"0"
"B","Yam",0,5,7,"1"
"B","Onion",29.6,31,41.7,"0"
"B","Tomato",7.4,90.5,93.2,"0"
"B","Carrot",154.2,12.5,57.9,"0"
"C","Potato",0,0.8,0.8,"1"
"C","Yam",0,1,3,"1"
"C","Onion",31.7,20.4,26.7,"0"
"C","Tomato",51.6,90.5,89.9,"1"
"D","Potato",0,1.6,1.6,"1"
"D","Yam",1,0,2,"0"
"D","Tomato",78.6,80.6,67.5,"0"
"A","Potato",1,28,28,"1"
"A","Tomato",50.3,83.7,58.8,"1"
"A","Carrot",0,0.9,2.2,"1"
"B","Potato",20,28,28.8,"1"
"B","Yam",1,3,3,"0"
"B","Onion",39.6,46.1,36.1,"0"
"B","Tomato",21.6,109.6,95.4,"0"
"C","Potato",0,7.2,7.2,"1"
"C","Yam",0,1,1,"1"
"C","Onion",15.4,5.6,32.9,"1"
"C","Tomato",60.5,92.9,84.7,"1"
"D","Potato",2.4,6.4,4,"0"
"D","Yam",4,5,2,"0"
"D","Onion",67.3,63,27.4,"0"
"D","Tomato",136.3,129.9,74.3,"0"
"D","Carrot",86.8,2.3,27.9,"0"
"A","Potato",0,38,39,"1"
"A","Yam",2,2,10.2,"1"
"A","Onion",10.4,21.6,43.2,"0"
"A","Carrot",0,4.9,4.9,"1"
"B","Potato",20,46,46,"1"
"B","Yam",1,6,6,"0"
"B","Tomato",16.3,118.2,123.5,"0"
"B","Carrot",0,1,62,"1"
"C","Potato",0,8,8,"1"
"C","Yam",0,2,2,"1"
"C","Onion",7.6,25.3,34.6,"1"
"C","Tomato",56.5,82.9,87.6,"0"
"C","Carrot",6.4,-2.4,65.4,"0"
"D","Potato",8,9,3.4,"0"
"D","Yam",3,3,4,"0"
"D","Onion",54.9,23.3,36.2,"0"
"D","Tomato",136.7,96.5,97.3,"0"
"A","Potato",0,33,33,"1"
"A","Yam",2,0,2,"0"
"A","Onion",0,18.6,29,"1"
"A","Tomato",37.4,86.5,93.3,"0"
"A","Carrot",0,15.6,15.6,"1"
"B","Potato",20,46,46,"1"
"B","Yam",2,7,6,"0"
"B","Onion",12,33.8,46.5,"0"
"B","Tomato",4.9,111.6,123.7,"1"
"B","Carrot",0.9,21.6,20.7,"1"
"C","Potato",0,9.8,9.8,"1"
"C","Yam",0,4,4,"1"
"C","Onion",0,5.5,13.1,"1"
"C","Tomato",20.6,73.1,109.7,"0"
"C","Carrot",0.8,2.3,9.1,"1"
"D","Potato",5.6,5.6,8,"1"
"D","Yam",5,4,2,"0"
"D","Onion",13,-0.8,41.6,"0"
"D","Carrot",0,0,14.5,"1"
"A","Potato",0,38,38,"1"
"A","Yam",2,3,3,"0"
"A","Onion",0,26,26,"1"
"A","Carrot",0,12.5,12.5,"1"
"B","Potato",20,55,55,"1"
"B","Yam",2,5,5,"0"
"B","Onion",9.6,38.1,40.5,"0"
"B","Tomato",5.4,121.6,121.1,"1"
"B","Carrot",0,24.7,25.6,"1"
"C","Potato",0,14.8,14.8,"1"
"C","Yam",0,2,2,"1"
"C","Onion",1.5,20.5,19,"1"
"C","Tomato",38.4,95.2,78.1,"0"
"C","Carrot",0,2.7,3.5,"1"
"D","Potato",0,0,5.6,"1"
"D","Yam",1,0,4,"0"
"D","Tomato",128.2,194.5,90.7,"0"
"D","Carrot",18.4,32.2,13.8,"0"
"A","Potato",0,43,43,"1"
"A","Onion",4.8,33.1,28.3,"0"
"A","Tomato",77.5,95.5,84.4,"0"
"A","Carrot",1.2,20.1,18.9,"1"
"B","Potato",21.6,56.4,56.4,"1"
"B","Tomato",8.5,117.8,116.8,"1"
"B","Carrot",0.4,29.8,29.4,"1"
"C","Potato",0,19.2,20,"1"
"C","Yam",0,2,2,"1"
"C","Onion",11.5,28.6,19.6,"1"
"C","Tomato",38.6,74,73.8,"0"
"C","Carrot",0,20.7,20.7,"1"
"D","Potato",0,7.6,7.6,"1"
"D","Yam",0,2,3,"1"
"D","Onion",1,0,35.1,"1"
"D","Tomato",57.9,2.1,73.9,"0"
"D","Carrot",1.8,5.4,22,"1"
"A","Potato",12,53.2,42,"1"
"A","Yam",4,7,9,"0"
"A","Onion",21,48.1,33.4,"0"
"A","Tomato",116.7,99.2,60.7,"0"
"B","Potato",30.4,63.2,54.4,"1"
"B","Yam",4,7,6,"0"
"B","Onion",32.1,56.9,39.6,"0"
"B","Carrot",9.2,58,50.4,"0"
"C","Potato",0,21.8,21.8,"1"
"C","Yam",3,4,1,"0"
"C","Onion",29.5,44.2,27.2,"1"
"C","Tomato",54.2,99.5,85.3,"0"
"C","Carrot",0.4,22,21.6,"1"
"D","Potato",9.6,25.2,15.6,"1"
"D","Yam",2,4,2,"0"
"D","Onion",37.3,62.2,25.9,"0"
"D","Carrot",2.7,22,21.1,"1"
"A","Potato",2.4,42.6,52.2,"1"
"A","Yam",3,0,1,"0"
"A","Onion",27.8,37,30.2,"0"
"A","Tomato",55.7,6.2,67.2,"0"
"B","Potato",20,60.4,70.8,"1"
"B","Yam",4,7,7,"0"
"B","Onion",28.1,45,49.5,"0"
"B","Tomato",44.7,120.5,116,"1"
"B","Carrot",11.5,48.2,45.9,"0"
"C","Potato",0,21,21.8,"1"
"C","Onion",5.5,3.2,27.7,"1"
"C","Tomato",21.1,75,109.5,"1"
"C","Carrot",0.8,27.5,27.1,"1"
"D","Potato",0,1,10.6,"1"
"D","Yam",0,0,2,"1"
"D","Onion",7,0,30.8,"1"
"D","Tomato",62.2,-0.5,76.3,"0"
"D","Carrot",0,24,26.7,"1"
"A","Potato",13.6,73.6,62.4,"1"
"A","Onion",19.9,24.2,32.1,"0"
"A","Tomato",81.4,102,76.3,"0"
"A","Carrot",8.4,29.4,26.7,"0"
"B","Potato",21.6,80,78.4,"1"
"B","Yam",2,2,4,"0"
"B","Onion",21.8,30.1,36.4,"0"
"B","Tomato",63.1,117.4,99.7,"0"
